startup_stage,industry,region,requested_amount,pre_money_valuation,team_size,founders_experience_years,annual_revenue,market_size_estimate,investment_amount,is_rejected
Series A,ClimateTech,US,943575.2893984936,7023578.599032087,12,11,274697.5186299627,8801910.353595562,583128.0201416578,0
Seed,AI/SaaS,Europe,1347365.133708371,6663801.595329417,11,6,678203.3075145506,8817991.995937638,1517087.9778799554,0
Pre-Seed,FinTech,US,1207691.7585703237,8375684.448471473,4,4,0.0,5872293.245955772,891466.9334560953,0
Pre-Seed,AI/SaaS,US,1417613.220553472,5715049.683353189,6,3,0.0,3787066.627094024,0.0,1
Seed,ClimateTech,Europe,1627429.8346798115,12960968.88492072,7,4,144275.88380873835,4800673.95249061,1468477.1083771295,0
Pre-Seed,FinTech,US,2531333.7407376934,17396643.105998747,6,5,0.0,14974031.067273652,0.0,1
Pre-Seed,FinTech,Asia,193921.75042848205,1490950.0242665622,9,4,0.0,1867904.6672748483,132568.99939470616,0
Pre-Seed,FinTech,US,1817232.0963782447,7730542.886559389,9,10,0.0,8676744.637419637,0.0,1
Idea,E-commerce,US,858752.877923992,4431383.950167568,1,6,0.0,10561470.689887816,1000953.0510545104,0
Series A,EdTech,US,3763772.386385668,22563628.97333553,11,3,45197.54301364863,4938677.01143933,3693468.882900663,0
Series B,FinTech,US,4010343.4078155006,12594517.231669184,14,7,353673.2313836178,14278526.688895317,3691880.82710282,0
Pre-Seed,EdTech,US,1040167.7533344042,5243832.924983891,9,7,0.0,4855542.329798163,0.0,1
Pre-Seed,FinTech,Europe,4732830.337032674,26681808.456244152,5,4,0.0,5402114.084972247,0.0,1
Seed,ClimateTech,Europe,1791691.260503928,5720746.575332099,6,2,1021807.3141350108,18780200.72725869,0.0,1
Series A,AI/SaaS,Europe,3093871.37795482,21867914.18850411,9,7,1255227.173515135,10387665.36582487,3163782.573648085,0
Series A,E-commerce,US,3227862.023442025,21722254.480098546,9,6,153073.2212631506,14386663.789337032,2313879.0008955365,0
Series A,AI/SaaS,Europe,5436323.222661321,37537702.61032704,10,6,165750.8694559822,5760892.657883349,0.0,1
Series A,AI/SaaS,LATAM,2879817.5708857714,14426736.795633337,11,6,115378.8819552234,9622802.285385,2982760.669444481,0
Series A,FinTech,Europe,11908311.806395318,38118428.16772501,7,7,1163873.8556082489,38932513.80875153,7633180.665446807,0
Pre-Seed,ClimateTech,Asia,1744582.9831089731,9577220.22230883,6,3,0.0,7654018.772130989,0.0,1
Series B,E-commerce,LATAM,31724441.634583727,210112693.8953307,13,9,809090.8491455296,19970778.64382833,27263859.94196332,0
Pre-Seed,E-commerce,US,5040073.126334584,17631716.86710522,9,6,0.0,6840293.891771613,2611703.425424778,0
Pre-Seed,FinTech,Asia,2704411.159228728,17306574.794458713,9,4,0.0,2988904.040744801,0.0,1
Idea,E-commerce,US,3276861.090562687,24434629.15745421,8,4,0.0,1808966.3296149755,0.0,1
Pre-Seed,HealthTech,Europe,422013.5764430185,2074329.2660849888,4,6,0.0,13790813.264252312,263647.70618626574,0
Idea,FinTech,US,1876845.4360178213,14722930.136630028,7,7,0.0,19314566.488242995,0.0,1
Pre-Seed,ClimateTech,US,454770.8277060714,2052632.163498318,8,4,0.0,7854814.330095424,0.0,1
Pre-Seed,FinTech,Europe,1055741.1714617528,5126825.072997362,4,6,0.0,26085306.361029644,848267.0979941501,0
Seed,HealthTech,US,971569.0395863906,4167913.762279885,8,7,714699.6186474533,8444442.407673523,654148.5706754567,0
Idea,EdTech,US,739483.3498124859,4687565.701297144,5,8,0.0,4375696.821967157,791839.2485435454,0
Series B,E-commerce,Asia,5381538.648197496,41229792.97048824,12,5,1400684.997342286,16728011.470414652,4419543.232365824,0
Series B,ClimateTech,Asia,1769238.5119674816,5468763.152763545,12,7,218831.3568248474,10697863.143539492,0.0,1
Pre-Seed,E-commerce,Europe,452715.230333182,2394896.671715342,6,2,0.0,19115579.1359664,381169.40455183765,0
Series A,EdTech,Asia,4750090.68690868,30633049.63042373,12,9,114297.2204821198,7763017.927218482,0.0,1
Series A,FinTech,Asia,2890161.098914281,23056972.081757937,14,9,1682820.953570532,7230511.588288113,3122821.0161297354,0
Series A,AI/SaaS,LATAM,3969593.841764824,20291608.48994785,7,4,2054991.241731451,8517363.308331285,4466764.082217044,0
Seed,FinTech,US,6102034.752929674,34717254.66711663,9,5,103242.55410783508,6173723.263799684,4012479.3884309074,0
Seed,AI/SaaS,Europe,1126165.2643938027,7037354.52543089,9,4,192688.28654466436,5684557.610759175,741678.5845044324,0
Pre-Seed,HealthTech,US,1659142.4326183505,6027058.157690433,8,2,0.0,22788510.23703327,0.0,1
Series A,ClimateTech,US,14318190.86988188,64206493.04431337,9,7,169511.42822043246,3178530.7640499664,8452993.759467635,0
Seed,E-commerce,US,1592276.623895762,5219807.380118201,7,3,722471.2022669918,12060613.757366966,1848707.13501541,0
Pre-Seed,AI/SaaS,LATAM,2232945.862167038,15291214.953284608,7,7,0.0,15441368.182309708,0.0,1
Seed,ClimateTech,US,2532087.1660851287,17908287.362142354,9,3,349858.9087769408,56615074.61309692,2908605.9746175967,0
Idea,EdTech,Europe,915344.6119421672,5462396.282291932,4,3,0.0,10702169.437726974,0.0,1
Series A,FinTech,Europe,2710028.673737204,11175619.465068558,14,9,1921070.9801093936,4460829.335745985,0.0,1
Series A,EdTech,US,4245581.860206296,26077804.094507355,7,11,196888.94014685132,54371714.74497968,4679911.115584478,0
Seed,EdTech,US,2060822.595869746,7360466.071643683,10,5,694155.5878409621,14419707.605539767,1340379.2571234202,0
Series A,AI/SaaS,US,3259059.7171146087,18641391.043428358,14,6,569171.7244016916,9863338.761118926,0.0,1
Series B,FinTech,Asia,5462081.757214369,22114302.934484787,14,8,445333.42083893,12258844.812496113,4734958.940264066,0
Idea,FinTech,Asia,707865.0656395841,3403380.785289988,5,3,0.0,14475398.479686262,0.0,1
Pre-Seed,FinTech,US,501989.7976875285,2683393.9305151664,4,7,0.0,23989911.87735681,0.0,1
Seed,FinTech,US,3102585.337979689,22763732.432908155,6,5,97292.85450017265,25732302.766609635,0.0,1
Pre-Seed,FinTech,LATAM,3982181.022748704,25010984.75149869,7,4,0.0,11276424.428964147,0.0,1
Series A,HealthTech,Asia,1757231.070991526,13926353.605088197,10,11,442854.8795837463,2643406.0945922243,1447560.898843166,0
Seed,E-commerce,Asia,1854774.3201700605,13533458.937567212,7,8,91509.20681235836,6756129.857137384,1319910.6629078567,0
Series A,FinTech,US,5842599.450219551,40281587.050940335,11,12,358171.5667452016,16653005.495951148,6556068.78923229,0
Seed,FinTech,US,787784.9674681004,3120137.8813012536,11,7,152566.72689457337,2874306.304699598,0.0,1
Series B,ClimateTech,Asia,15630531.317849506,89584757.23210515,13,12,212764.69912524163,9702031.769234003,9411494.164190894,0
Seed,E-commerce,Asia,2453518.243836327,9926764.664063312,8,3,1417297.3318408611,11197189.42719902,1921438.9228266203,0
Idea,HealthTech,Europe,686566.1076873768,2636765.88962246,4,5,0.0,13857249.572922029,488665.330476628,0
Idea,HealthTech,LATAM,1269724.4153242195,4907050.077556167,8,4,0.0,32009263.249808542,0.0,1
Series A,E-commerce,US,4172286.4986673966,18927445.090132862,9,7,135553.45126519987,4881439.252713667,0.0,1
Series A,E-commerce,US,4213765.850060054,24344899.094168328,9,7,416336.1234559838,4276200.898328483,4041600.4232752672,0
Series B,EdTech,US,2476069.0845099315,14249086.681824615,8,8,2913557.6656998894,15994696.140955044,2227102.635313625,0
Series A,E-commerce,Europe,4885134.462084589,27052903.70882411,10,16,359693.9134906265,4058695.3967978926,0.0,1
Series A,FinTech,US,3745634.080131587,18041479.22043805,12,10,84058.04069564534,13089256.484838692,3634731.510857538,0
Series B,EdTech,US,5714195.261115268,38662318.42527423,14,12,195743.1680758628,18007007.03771087,5696256.416212912,0
Seed,HealthTech,Europe,3918619.080395829,24796167.062122077,9,7,383869.7391169529,6809672.294950778,2932993.2035382213,0
Series A,AI/SaaS,Asia,16102625.674554896,95644261.14613694,11,6,209444.48242979345,35865362.23940927,12784442.678233556,0
Pre-Seed,ClimateTech,US,1425748.9481593731,7223005.833425582,6,2,0.0,3180035.6874384247,1652440.060204378,0
Seed,HealthTech,US,1044050.3527924936,3525466.3210429167,8,3,2294651.950819166,3333629.546286763,831251.385227922,0
Idea,ClimateTech,US,653689.7908391653,2582353.840537341,4,4,0.0,9352557.37649352,0.0,1
Pre-Seed,HealthTech,Europe,518391.1958842808,3578903.442390885,6,8,0.0,8401853.086484835,416212.8906529244,0
Idea,FinTech,LATAM,988377.8814249786,4872856.396278919,5,5,0.0,14280846.890060147,0.0,1
Series B,E-commerce,Asia,7053063.953751682,43343183.00478798,14,7,836029.4835329851,7018699.82151219,4720429.768724972,0
Seed,AI/SaaS,US,5005502.234421646,25819676.01404551,7,6,349897.77339756925,5667564.978760987,3221860.3325654,0
Seed,E-commerce,US,5036111.431954299,26508212.77880004,7,10,371978.1740420055,6839032.10849827,4279532.234633043,0
Series A,ClimateTech,LATAM,12331765.33608714,70722418.3392018,10,8,1123078.876991161,13594124.7807261,13978285.603854416,0
Seed,ClimateTech,US,519963.8614725029,2265521.561275095,9,9,583914.980341973,4118286.2933774698,430507.7370227424,0
Seed,AI/SaaS,Europe,2510097.825832223,8584402.801644972,9,7,226607.84369657736,7359313.998149245,1306074.0096945309,0
Seed,FinTech,US,2065192.7875142957,6993927.031137807,4,5,934929.2218314874,10490164.310897814,2373616.1206063083,0
Pre-Seed,EdTech,Asia,1196630.9893849704,5640561.969230084,4,6,0.0,41007929.54903414,988549.07821498,0
Idea,FinTech,US,948170.8769606748,6694568.670007034,5,3,0.0,2598402.1338456227,795948.9846104201,0
Seed,HealthTech,US,2832772.143855343,21166329.74808573,10,3,3734115.921819123,11307694.532951806,1958382.3723446685,0
Seed,AI/SaaS,US,3991406.077085776,21915224.51317379,10,9,413801.0930098866,5800595.233682239,2094010.3321331576,0
Idea,HealthTech,US,1032114.946264224,8021486.927206235,5,3,0.0,2712082.202706102,0.0,1
Seed,E-commerce,US,3049175.1743627274,16666723.198309558,7,4,199226.61623174636,11236218.886716628,3555489.5151398336,0
Series A,AI/SaaS,US,2872646.487800151,16139941.113344869,12,4,263839.55170483683,10963844.903174823,0.0,1
Idea,E-commerce,US,215564.5643824489,1534010.9030455323,5,3,0.0,10513026.209887806,110361.6122441794,0
Seed,ClimateTech,Europe,4940507.614605936,33684488.59877313,8,5,4152419.425809389,34964497.58557969,0.0,1
Idea,EdTech,US,806412.1378153559,4055767.87066014,7,5,0.0,1454737.110941234,0.0,1
Seed,EdTech,Europe,5036721.869329715,17717766.474404655,4,4,154679.00909321918,14481055.788693644,3185556.954532281,0
Series A,HealthTech,LATAM,3868440.3491823766,18616158.55239533,10,9,199083.6966592419,19657098.717862368,0.0,1
Pre-Seed,FinTech,US,1359178.0915926592,8267797.680022579,6,0,0.0,8343536.214499633,0.0,1
Pre-Seed,E-commerce,US,1467502.9795372486,5534120.5844640825,9,4,0.0,17604566.738090847,1492682.5466582668,0
Seed,FinTech,LATAM,400928.4012515867,1901414.5695216863,10,9,776580.5590566688,30548652.821224827,369865.00763247535,0
Series B,HealthTech,US,3026735.271371045,24113846.73512585,11,3,1074152.7047061624,16313448.704911515,3171761.2835817267,0
Series A,FinTech,US,2284964.7426654533,16964410.439949084,6,8,883618.5687918987,1894805.771297999,1681619.6960301688,0
Idea,EdTech,US,314640.4422355501,2076359.964824447,4,3,0.0,22116696.36773345,0.0,1
Seed,EdTech,Europe,2020216.55264995,8223136.471422955,9,10,197808.73855525703,12227795.281212676,2128145.2862368813,0
Pre-Seed,ClimateTech,US,1956809.1933112056,12918113.42012138,7,4,0.0,3415768.8057745737,1617527.853646221,0
Series A,FinTech,Europe,6437891.260180859,29592357.09742281,11,6,156757.1397334373,28475810.84547036,4265130.10266493,0
Seed,HealthTech,US,1975820.3888082928,11183939.366644977,7,2,233306.3263193321,7048332.191597022,1541755.684521358,0
Idea,HealthTech,Asia,351027.32275008346,2152436.962789012,3,2,0.0,8093306.840261143,0.0,1
Series B,E-commerce,Europe,7235000.042030591,47921365.98741546,13,5,603436.18718408,9475837.145341164,6641769.781439213,0
Seed,FinTech,US,1978267.324855828,11601212.46040925,9,4,409979.1169381505,13017645.6226553,0.0,1
Pre-Seed,EdTech,US,1361340.69740684,10198205.329330092,9,6,0.0,4507700.691144954,0.0,1
Seed,AI/SaaS,Europe,2007097.6214335368,10926626.826854013,8,2,150304.05320119392,5786634.529640929,0.0,1
Series B,AI/SaaS,Europe,3427420.568224088,13549895.01353713,8,4,2228724.8534641024,3918474.4727405626,0.0,1
Seed,ClimateTech,Europe,5364010.812939848,22298531.476864487,11,4,436054.50262880826,11154453.828801043,5740876.103727164,0
Pre-Seed,AI/SaaS,US,3834210.110615727,30476657.898515847,9,6,0.0,6489909.775445305,0.0,1
Series B,ClimateTech,US,4981348.1762394,28559303.23094777,12,12,2603430.921788408,5726779.620149343,0.0,1
Seed,EdTech,Asia,690488.3574201557,4826674.442899289,9,4,277130.07014933205,3434192.1135270875,0.0,1
Seed,ClimateTech,US,2464726.683089192,8626695.96178793,9,5,851425.9227531742,11826092.17540874,0.0,1
Seed,HealthTech,US,4362272.092504188,28537088.36829962,12,4,149426.53311669963,14875884.032194246,5132782.369717328,0
Seed,ClimateTech,US,7182155.964579227,26233593.130576428,9,12,451568.9926989808,7733529.084734906,7824279.981902892,0
Seed,ClimateTech,Europe,1757878.1724533325,9358257.432667974,7,5,540113.1468485289,15196105.510621406,1407089.2687432894,0
Series A,HealthTech,US,20384552.718418147,122563278.77423908,13,6,365258.1098143854,1486842.2227378418,18714462.169822223,0
Series A,FinTech,Europe,4510459.821691872,14257482.806211444,13,8,1082598.8901731872,10150699.806210931,4844321.6923443135,0
Idea,AI/SaaS,Asia,998812.1935444208,7641047.310664548,6,3,0.0,11561866.113247804,698853.473517846,0
Seed,HealthTech,Europe,7863726.163019285,48042772.924429365,5,2,313504.05986881495,6831263.107268453,4175692.079252928,0
Seed,AI/SaaS,LATAM,740612.3468787642,3083569.8727759724,9,4,4108738.476144714,4028532.154737395,0.0,1
Seed,AI/SaaS,US,3388493.468232416,18286433.26913459,7,7,1479095.685518223,4780932.595600901,2651738.6206257627,0
Series A,EdTech,Europe,9269662.087534154,59275081.07182473,8,8,679085.0857316741,19548981.37115752,6897574.56584848,0
Series A,FinTech,US,3655726.2519766497,13457236.083165998,11,5,158508.45728180467,15075463.69890063,1912813.211998726,0
Series B,HealthTech,US,8175119.44885343,50186370.512117125,11,10,2879967.5762032773,19209165.80247688,5488214.42999151,0
Seed,FinTech,US,2443149.453456067,14276885.15938268,4,5,65080.12488158397,9914941.569475392,0.0,1
Pre-Seed,E-commerce,Europe,667677.914048161,3278200.6043405267,6,4,0.0,12773818.873504903,0.0,1
Series A,EdTech,Asia,2948746.04254174,21567129.058335032,10,8,401169.44442932657,2708431.4912804863,2174452.25731754,0
Pre-Seed,AI/SaaS,Europe,678630.1658555034,3542989.2221148037,7,4,0.0,16507800.996928854,0.0,1
Idea,AI/SaaS,LATAM,431005.9673372689,2138354.5299437954,7,1,0.0,7077700.40324786,0.0,1
Seed,ClimateTech,Asia,806464.3328885677,2560877.533526737,6,5,326552.22572158364,5839247.137838183,505119.3425338559,0
Series A,FinTech,Europe,1915546.3639009064,7312175.467151817,10,8,181240.7314426784,6854787.23904002,0.0,1
Pre-Seed,HealthTech,Europe,384488.1010277589,1621874.6211797544,8,3,0.0,2175124.753915586,311826.7268210613,0
Idea,EdTech,Asia,1091396.1088384113,8130887.27334038,4,4,0.0,8599045.506846627,795426.021867381,0
Series A,AI/SaaS,US,8551991.658265725,55771445.965577714,7,6,382673.8441766011,7446251.746122934,5497632.523764994,0
Series B,HealthTech,Asia,53815554.76972802,177468668.40863198,10,11,664179.794145611,16238823.172210949,59139914.8772179,0
Seed,EdTech,US,4143932.895064827,19744242.61574424,9,7,147013.8081751913,9163406.140801018,4458543.68564237,0
Series B,HealthTech,US,22429915.06505268,150850169.97427535,14,2,401441.1499366694,8685874.994721707,0.0,1
Pre-Seed,HealthTech,US,640024.8322430205,4662481.172073654,9,5,0.0,12283505.3864546,687349.49306824,0
Idea,HealthTech,Europe,1286738.360073849,3909440.836694737,7,3,0.0,24143828.420011863,0.0,1
Idea,EdTech,Asia,130626.04477942357,920832.8986214066,6,4,0.0,6662241.723052149,0.0,1
Series B,AI/SaaS,US,13341585.189241974,88638854.647737,14,3,490197.14778833726,6240927.92622183,0.0,1
Series B,HealthTech,US,15440096.379377272,99473761.8752299,14,7,128537.21442709822,2500004.7539487327,18427871.42662946,0
Series A,ClimateTech,US,5089454.204651211,27539349.23854661,12,9,2231228.354139381,27723163.97106324,4575374.1543426365,0
Pre-Seed,ClimateTech,US,3878712.843190973,20790045.944426514,6,7,0.0,3641594.35867678,4193206.009264073,0
Seed,E-commerce,LATAM,3330616.6855608383,19202222.65534366,7,5,311268.9167000427,12607586.24593807,3264239.5477447226,0
Pre-Seed,HealthTech,LATAM,909902.6106923808,3605084.360574837,5,9,0.0,2177678.72159103,734973.4919976805,0
Pre-Seed,E-commerce,US,1478091.238327766,10183320.63140012,11,2,0.0,16061436.620091736,0.0,1
Seed,ClimateTech,LATAM,7887627.362709119,25649104.93276936,7,11,160385.62962961884,6285989.950646977,5667751.56254562,0
Series B,FinTech,Europe,4602184.481342182,35250948.300660625,13,12,558207.2472438856,11467891.385689836,3390326.423339992,0
Series B,FinTech,US,7467904.451108151,27011678.05179857,12,11,130013.80830832638,20582030.16973817,5257549.535958881,0
Pre-Seed,E-commerce,LATAM,3219401.8366524386,17723138.25869611,6,5,0.0,23377163.129998077,2373089.171173005,0
Seed,HealthTech,Europe,4268026.452062248,20518006.33975362,6,9,102847.97950471767,9629967.771976488,3827452.5345323514,0
Series B,E-commerce,Europe,7527134.902337899,25695072.079110857,15,16,692813.5616095231,7275018.508645755,7313365.209607558,0
Pre-Seed,E-commerce,Europe,744713.9396659425,3670901.20769648,9,4,0.0,2830372.046577105,0.0,1
Series B,E-commerce,US,32179452.968158897,148344556.97348702,13,2,353210.80870658375,4372130.320986989,0.0,1
Pre-Seed,E-commerce,US,2503278.129960427,19120216.529311776,8,6,0.0,18345798.3679524,0.0,1
Pre-Seed,FinTech,Europe,1777806.7049147957,11998766.6451111,10,6,0.0,4365860.625879962,1876149.3561856635,0
Series A,E-commerce,Asia,3751321.902247846,18574465.967679597,10,6,214323.69958863937,7821464.424482003,2281826.7477763174,0
Seed,ClimateTech,US,979532.7109220624,5176024.370264352,8,5,1022393.8120850432,36528403.794455424,1069125.3093650932,0
Seed,ClimateTech,US,267891.13731677254,2108223.9102579853,6,8,319751.9349171407,2840392.3009696896,0.0,1
Pre-Seed,ClimateTech,US,324133.16166553413,1792105.1859242993,9,8,0.0,7086431.098036123,283954.40602932835,0
Series A,FinTech,US,5387350.055023921,35433974.10698188,9,8,1074500.3626318355,5559608.361207887,0.0,1
Series A,E-commerce,US,4815718.249572342,22780852.18947956,10,7,1567231.805127308,12308549.069836585,3691396.37928744,0
Pre-Seed,AI/SaaS,Asia,696333.7428376073,4112763.082422439,9,4,0.0,9659065.353506504,759220.947137637,0
Seed,AI/SaaS,US,433069.8212880128,3009644.058108041,10,5,65000.12114691811,4257026.473653493,347695.3355052562,0
Pre-Seed,FinTech,US,198556.00613517215,1063224.57676929,6,6,0.0,9565198.748158712,0.0,1
Pre-Seed,AI/SaaS,Europe,586735.7303079191,2521831.529842132,4,2,0.0,12943575.744527869,406138.60480153945,0
Seed,AI/SaaS,Europe,7303993.274547499,25873711.70204027,7,8,1077237.4501777145,12555836.751000822,5955929.809690344,0
Series A,E-commerce,LATAM,5454014.021619917,39495086.17030284,6,6,346616.94262835744,10277029.07663933,2736756.125163583,0
Seed,HealthTech,US,3426439.4994913302,19011988.55917689,10,10,2222222.391817088,9233845.740930589,3312178.7958411225,0
Series A,FinTech,US,708300.3047550675,5144112.44197801,8,11,307854.5349722422,2785557.9901037365,666961.987694301,0
